pers_id,periodo,score
20603488158,2019-12-01,619
20608197035,2019-12-01,792
20627779567,2019-12-01,736
20629398712,2019-12-01,811
20636677769,2019-12-01,919
20664805735,2019-12-01,937
20667002689,2019-12-01,934
20696042387,2019-12-01,1
20757315065,2019-12-01,928
20787505587,2019-12-01,700
20798176465,2019-12-01,579
20900220839,2019-12-01,754
20908450226,2019-12-01,837
20908995333,2019-12-01,713
20966608299,2019-12-01,555
20968655845,2019-12-01,952
21013626219,2019-12-01,943
21013846514,2019-12-01,931
21019881925,2019-12-01,952
21033369421,2019-12-01,1
21037355894,2019-12-01,928
21039508980,2019-12-01,887
21102581087,2019-12-01,552
21115955920,2019-12-01,913
21123764190,2019-12-01,366
21130803331,2019-12-01,706
21155406963,2019-12-01,569
21236372393,2019-12-01,1
21237325628,2019-12-01,603
21241767256,2019-12-01,922
21261338990,2019-12-01,580
21324046456,2019-12-01,732
21338504981,2019-12-01,859
21341506847,2019-12-01,761
21349536962,2019-12-01,613
21361704616,2019-12-01,557
21376157512,2019-12-01,907
21382390982,2019-12-01,887
21405261359,2019-12-01,727
21423040347,2019-12-01,681
21459404675,2019-12-01,913
21466855509,2019-12-01,385
21479487963,2019-12-01,895
21498164958,2019-12-01,946
21517179322,2019-12-01,887
21532649998,2019-12-01,504
21539259764,2019-12-01,881
21548378754,2019-12-01,809
21550587263,2019-12-01,943
21564610318,2019-12-01,1
21608606358,2019-12-01,525
21625845959,2019-12-01,949
21629947658,2019-12-01,522
21650908824,2019-12-01,522
21675350046,2019-12-01,931
21677823305,2019-12-01,302
21680654556,2019-12-01,931
21725170262,2019-12-01,624
21755570192,2019-12-01,675
21792293517,2019-12-01,692
21792387772,2019-12-01,560
21800878313,2019-12-01,837
21866550374,2019-12-01,594
21918966850,2019-12-01,531
21996362577,2019-12-01,734
21997388672,2019-12-01,958
22029834984,2019-12-01,532
22049957998,2019-12-01,806
22111970003,2019-12-01,541
22115231615,2019-12-01,747
22122386958,2019-12-01,809
22129612818,2019-12-01,898
22158914929,2019-12-01,740
22170181636,2019-12-01,919
22182681482,2019-12-01,594
22193003170,2019-12-01,1
22240476609,2019-12-01,478
22266674217,2019-12-01,946
22274600726,2019-12-01,943
22280413997,2019-12-01,904
22282324513,2019-12-01,569
22306909806,2019-12-01,545
22336589148,2019-12-01,881
22336934070,2019-12-01,603
22344417600,2019-12-01,438
22351580834,2019-12-01,892
22355168282,2019-12-01,545
22357036289,2019-12-01,583
22412311066,2019-12-01,715
22429715148,2019-12-01,677
22449143582,2019-12-01,952
22489183010,2019-12-01,777
22522043206,2019-12-01,756
22522864399,2019-12-01,913
22528388050,2019-12-01,931
22540384037,2019-12-01,651
22551222711,2019-12-01,913
22561475140,2019-12-01,463
22563163515,2019-12-01,734
22571322513,2019-12-01,1
22591436496,2019-12-01,946
22615990708,2019-12-01,940
22639629356,2019-12-01,600
22645692279,2019-12-01,922
22685387543,2019-12-01,898
22688004270,2019-12-01,881
22704558603,2019-12-01,952
22727334526,2019-12-01,856
22777900972,2019-12-01,925
22779286081,2019-12-01,581
22790203887,2019-12-01,840
22820472366,2019-12-01,872
22841063050,2019-12-01,789
22864200186,2019-12-01,761
22882610092,2019-12-01,635
22890373054,2019-12-01,616
22902111104,2019-12-01,637
22904707338,2019-12-01,570
22921065800,2019-12-01,881
22967071217,2019-12-01,511
22972640109,2019-12-01,934
23003803908,2019-12-01,827
23015731325,2019-12-01,910
23037101728,2019-12-01,943
23040894961,2019-12-01,889
23078007732,2019-12-01,681
23091170527,2019-12-01,887
23091242924,2019-12-01,738
23099042918,2019-12-01,782
23117704842,2019-12-01,597
23143895666,2019-12-01,597
23190158528,2019-12-01,916
23206889686,2019-12-01,658
23233185548,2019-12-01,835
23240575587,2019-12-01,702
23257932532,2019-12-01,696
23264807591,2019-12-01,227
23334692911,2019-12-01,655
23343757500,2019-12-01,904
23359106439,2019-12-01,617
23361787004,2019-12-01,801
23365916174,2019-12-01,895
23406497323,2019-12-01,629
23480515120,2019-12-01,961
23555294002,2019-12-01,843
23566765461,2019-12-01,919
23588319300,2019-12-01,1
23640405829,2019-12-01,700
23661030751,2019-12-01,756
23700506795,2019-12-01,916
23752077966,2019-12-01,723
23763236439,2019-12-01,856
23785178395,2019-12-01,827
23800246663,2019-12-01,937
23818292188,2019-12-01,835
23834586766,2019-12-01,634
23836531811,2019-12-01,928
23862519527,2019-12-01,789
23867921475,2019-12-01,488
23877778642,2019-12-01,913
23884263424,2019-12-01,878
23898794714,2019-12-01,686
23963575597,2019-12-01,664
23986634409,2019-12-01,616
24041409537,2019-12-01,895
24054106990,2019-12-01,656
24069503674,2019-12-01,734
24080039326,2019-12-01,696
24088499683,2019-12-01,593
24091436524,2019-12-01,597
24100687033,2019-12-01,848
24140068002,2019-12-01,884
24199953531,2019-12-01,669
24202990659,2019-12-01,946
24205426758,2019-12-01,614
24257820171,2019-12-01,943
24260200991,2019-12-01,431
24309580995,2019-12-01,754
24325859816,2019-12-01,934
24408356489,2019-12-01,794
24446799237,2019-12-01,713
24450343438,2019-12-01,696
24465509319,2019-12-01,667
24467817685,2019-12-01,940
24492535867,2019-12-01,758
24500302632,2019-12-01,949
24529982148,2019-12-01,431
24560255386,2019-12-01,629
24569935834,2019-12-01,931
24577386942,2019-12-01,617
24586770015,2019-12-01,639
24600890675,2019-12-01,448
24605065464,2019-12-01,946
24607277357,2019-12-01,848
24633167887,2019-12-01,522
24639413503,2019-12-01,698
24657650759,2019-12-01,1
24663586450,2019-12-01,725
24666846866,2019-12-01,794
24669104630,2019-12-01,566
24682674815,2019-12-01,772
24758299945,2019-12-01,568
24761875163,2019-12-01,149
24762237872,2019-12-01,554
24766517613,2019-12-01,928
24825484205,2019-12-01,881
24837280824,2019-12-01,456
24892296246,2019-12-01,730
24894007138,2019-12-01,898
24913439038,2019-12-01,907
24939194469,2019-12-01,1
25034404765,2019-12-01,594
25052466196,2019-12-01,606
25061476393,2019-12-01,591
25106150241,2019-12-01,364
25115300625,2019-12-01,799
25116264623,2019-12-01,889
25121918723,2019-12-01,564
25158778798,2019-12-01,895
25169092562,2019-12-01,692
25197551925,2019-12-01,861
25199169244,2019-12-01,845
25215056578,2019-12-01,1
25223121232,2019-12-01,664
25227205467,2019-12-01,619
25253460106,2019-12-01,439
25265515061,2019-12-01,934
25268578611,2019-12-01,770
25296623481,2019-12-01,940
25316473274,2019-12-01,887
25318924581,2019-12-01,937
25367947933,2019-12-01,889
25418860355,2019-12-01,919
25425032523,2019-12-01,809
25431723735,2019-12-01,955
25476501041,2019-12-01,1
25486880472,2019-12-01,730
25490036500,2019-12-01,675
25499674274,2019-12-01,940
25501169655,2019-12-01,565
25520049161,2019-12-01,940
25544455430,2019-12-01,870
25584350634,2019-12-01,38
25593341315,2019-12-01,639
25599627948,2019-12-01,736
25601320452,2019-12-01,570
25607734103,2019-12-01,666
25607845887,2019-12-01,907
25619535260,2019-12-01,681
25675076512,2019-12-01,1
25744218763,2019-12-01,919
25750062798,2019-12-01,955
25788572215,2019-12-01,961
25846384613,2019-12-01,856
25862513199,2019-12-01,1
25873587174,2019-12-01,684
25893474850,2019-12-01,715
25899353995,2019-12-01,624
25918245772,2019-12-01,490
25989833714,2019-12-01,629
26030532813,2019-12-01,946
26035817195,2019-12-01,454
26099050533,2019-12-01,406
26139739277,2019-12-01,940
26157187073,2019-12-01,937
26208370255,2019-12-01,925
26212884586,2019-12-01,686
26232241895,2019-12-01,581
26234987165,2019-12-01,692
26238698103,2019-12-01,614
26265944338,2019-12-01,949
26274224363,2019-12-01,889
26287235791,2019-12-01,916
26309318814,2019-12-01,814
26324097384,2019-12-01,486
26326549575,2019-12-01,937
26331403356,2019-12-01,554
26371510379,2019-12-01,1
26390637263,2019-12-01,925
26499622440,2019-12-01,619
26502082110,2019-12-01,658
26531674558,2019-12-01,605
26544013894,2019-12-01,761
26590062457,2019-12-01,822
26590776131,2019-12-01,611
26601960572,2019-12-01,872
26623014910,2019-12-01,683
26631134796,2019-12-01,792
26648845405,2019-12-01,580
26663438736,2019-12-01,706
26685369296,2019-12-01,958
26685926200,2019-12-01,943
26706935750,2019-12-01,708
26737872386,2019-12-01,835
26739708102,2019-12-01,895
26772939540,2019-12-01,881
26869035590,2019-12-01,684
26894400666,2019-12-01,752
26908206622,2019-12-01,949
26927863600,2019-12-01,816
26932848238,2019-12-01,837
26951059151,2019-12-01,796
26957047240,2019-12-01,523
26966208894,2019-12-01,835
26969659720,2019-12-01,916
26971323678,2019-12-01,949
26989404889,2019-12-01,784
27008073880,2019-12-01,664
27032387216,2019-12-01,910
27138435007,2019-12-01,946
27200689660,2019-12-01,717
27211102106,2019-12-01,608
27245345617,2019-12-01,904
27262783726,2019-12-01,867
27314715563,2019-12-01,723
27350417849,2019-12-01,931
27351249934,2019-12-01,910
27366645292,2019-12-01,758
27444112138,2019-12-01,768
27510584015,2019-12-01,752
27528635546,2019-12-01,931
27541645231,2019-12-01,503
27582284909,2019-12-01,931
27605659482,2019-12-01,362
27655677583,2019-12-01,835
27705956650,2019-12-01,907
27732239403,2019-12-01,637
27810456089,2019-12-01,478
27825268525,2019-12-01,1
27843253734,2019-12-01,667
27849478769,2019-12-01,809
27862141984,2019-12-01,867
27865616305,2019-12-01,922
27870446825,2019-12-01,931
27885121725,2019-12-01,916
27909751578,2019-12-01,752
27916865706,2019-12-01,913
27927380571,2019-12-01,907
27931031780,2019-12-01,651
27974340901,2019-12-01,913
28034146892,2019-12-01,940
28037514222,2019-12-01,646
28040650703,2019-12-01,579
28056146230,2019-12-01,476
28065095183,2019-12-01,779
28083096340,2019-12-01,459
28087437151,2019-12-01,758
28115701842,2019-12-01,835
28120333822,2019-12-01,431
28127483917,2019-12-01,794
28136454207,2019-12-01,397
28138712561,2019-12-01,801
28150111857,2019-12-01,787
28155735511,2019-12-01,14
28193646487,2019-12-01,143
28194695194,2019-12-01,738
28205707678,2019-12-01,656
28207884065,2019-12-01,1
28255743079,2019-12-01,717
28262375749,2019-12-01,816
28274490554,2019-12-01,937
28275507127,2019-12-01,934
28276577655,2019-12-01,459
28305868173,2019-12-01,554
28310628018,2019-12-01,600
28316265359,2019-12-01,745
28317777264,2019-12-01,749
28318485880,2019-12-01,955
28327633148,2019-12-01,736
28332458440,2019-12-01,889
28345707130,2019-12-01,940
28375798583,2019-12-01,943
28376219872,2019-12-01,428
28380899769,2019-12-01,69
28390365618,2019-12-01,804
28391268625,2019-12-01,594
28402397080,2019-12-01,931
28450566678,2019-12-01,949
28454668463,2019-12-01,605
28455175307,2019-12-01,719
28480699389,2019-12-01,576
28505357816,2019-12-01,732
28539402740,2019-12-01,934
28558435780,2019-12-01,934
28584220819,2019-12-01,730
28619517272,2019-12-01,949
28653893592,2019-12-01,545
28675860623,2019-12-01,1
28735290276,2019-12-01,878
28766284596,2019-12-01,463
28771503461,2019-12-01,789
28801328081,2019-12-01,892
28805123557,2019-12-01,824
28821595067,2019-12-01,603
28864251560,2019-12-01,856
28867803889,2019-12-01,1
28898507254,2019-12-01,734
28916455854,2019-12-01,761
29057945566,2019-12-01,910
29101493979,2019-12-01,444
29107948882,2019-12-01,12
29132580704,2019-12-01,934
29188208733,2019-12-01,861
29194762934,2019-12-01,881
29238416692,2019-12-01,715
29272639017,2019-12-01,898
29279124083,2019-12-01,472
29293070725,2019-12-01,949
29297002114,2019-12-01,910
29301407894,2019-12-01,696
29315746317,2019-12-01,706
29343907143,2019-12-01,602
29345262388,2019-12-01,616
29369006652,2019-12-01,740
29425376928,2019-12-01,505
29436298864,2019-12-01,580
29436711156,2019-12-01,916
29445156914,2019-12-01,913
29464407066,2019-12-01,919
29488539133,2019-12-01,373
29489773203,2019-12-01,547
29491446229,2019-12-01,576
29496985595,2019-12-01,922
29507885797,2019-12-01,761
29586662871,2019-12-01,752
29603383066,2019-12-01,696
29608927747,2019-12-01,928
29653278624,2019-12-01,937
29727112322,2019-12-01,794
29731319497,2019-12-01,675
29758752012,2019-12-01,597
29820885135,2019-12-01,801
29841765451,2019-12-01,928
29875018892,2019-12-01,870
29897133604,2019-12-01,955
29964694649,2019-12-01,949
29965120856,2019-12-01,898
30003050552,2019-12-01,949
30017550151,2019-12-01,649
30097445015,2019-12-01,547
30102525300,2019-12-01,870
30109470787,2019-12-01,694
30115154884,2019-12-01,547
30128741095,2019-12-01,772
30146632248,2019-12-01,779
30157233339,2019-12-01,469
30171780112,2019-12-01,700
30179260500,2019-12-01,1
30237961401,2019-12-01,961
30269992200,2019-12-01,794
30318572234,2019-12-01,472
30343771431,2019-12-01,777
30368049630,2019-12-01,895
30403133031,2019-12-01,684
30405595405,2019-12-01,581
30424759475,2019-12-01,946
30428284413,2019-12-01,467
30447148261,2019-12-01,937
30453049017,2019-12-01,853
30490122471,2019-12-01,859
30531846917,2019-12-01,713
30599397815,2019-12-01,694
30613608093,2019-12-01,625
30615528223,2019-12-01,1
30620778496,2019-12-01,749
30625917298,2019-12-01,770
30635124194,2019-12-01,872
30645992386,2019-12-01,647
30658331514,2019-12-01,660
30670464234,2019-12-01,946
30685851535,2019-12-01,557
30732751404,2019-12-01,949
30738576205,2019-12-01,895
30742202069,2019-12-01,704
30770582256,2019-12-01,861
30784917288,2019-12-01,651
30862904388,2019-12-01,675
30885914221,2019-12-01,931
30896242610,2019-12-01,581
30915269207,2019-12-01,901
30926929207,2019-12-01,683
30945636750,2019-12-01,931
31037563028,2019-12-01,441
31037873583,2019-12-01,706
31058726969,2019-12-01,616
31061554138,2019-12-01,898
31068769370,2019-12-01,1
31120602101,2019-12-01,789
31178529726,2019-12-01,853
31189568851,2019-12-01,664
31192685734,2019-12-01,635
31193191321,2019-12-01,391
31281103522,2019-12-01,252
31294056174,2019-12-01,692
31324198858,2019-12-01,715
31357160873,2019-12-01,835
31358250060,2019-12-01,916
31414312693,2019-12-01,152
31434746012,2019-12-01,946
31445694159,2019-12-01,531
31490302811,2019-12-01,222
31501384377,2019-12-01,770
31505618862,2019-12-01,770
31505740218,2019-12-01,655
31508070656,2019-12-01,597
31509568079,2019-12-01,460
31518429556,2019-12-01,856
31522043621,2019-12-01,407
31524643132,2019-12-01,584
31551160747,2019-12-01,775
31563567166,2019-12-01,887
31576159131,2019-12-01,934
31580067465,2019-12-01,889
31604587008,2019-12-01,619
31643792906,2019-12-01,613
31672296026,2019-12-01,898
31673070372,2019-12-01,937
31673848625,2019-12-01,656
31674013505,2019-12-01,547
31677129277,2019-12-01,557
31681441187,2019-12-01,630
31700634389,2019-12-01,554
31723986704,2019-12-01,651
31775284743,2019-12-01,528
31782112112,2019-12-01,864
31837529834,2019-12-01,952
31850427039,2019-12-01,568
31856273626,2019-12-01,892
31905289346,2019-12-01,949
31905890162,2019-12-01,485
31934424496,2019-12-01,529
31941778646,2019-12-01,730
31946032499,2019-12-01,955
31989992859,2019-12-01,669
32001740732,2019-12-01,829
32003741064,2019-12-01,913
32011952774,2019-12-01,488
32030147172,2019-12-01,478
32065853787,2019-12-01,600
32139208318,2019-12-01,827
32273007857,2019-12-01,519
32282469859,2019-12-01,597
32286935970,2019-12-01,605
32307369362,2019-12-01,581
32333148107,2019-12-01,516
32335978915,2019-12-01,656
32362996286,2019-12-01,669
32384808376,2019-12-01,622
32447610295,2019-12-01,752
32452756148,2019-12-01,904
32469462798,2019-12-01,875
32502275211,2019-12-01,658
32504404251,2019-12-01,756
32537336717,2019-12-01,24
32539734714,2019-12-01,910
32542415281,2019-12-01,629
32549139351,2019-12-01,919
32553861284,2019-12-01,605
32562407849,2019-12-01,734
32629643397,2019-12-01,940
32682417588,2019-12-01,502
32688023992,2019-12-01,901
32697665593,2019-12-01,916
32711976881,2019-12-01,586
32720315598,2019-12-01,892
32726325085,2019-12-01,1
32753876148,2019-12-01,1
32787924028,2019-12-01,922
32858745276,2019-12-01,594
32885845447,2019-12-01,60
32895302630,2019-12-01,1
32927653658,2019-12-01,937
32963414020,2019-12-01,913
32970468302,2019-12-01,603
32984076150,2019-12-01,904
32999256226,2019-12-01,478
33041893554,2019-12-01,827
33045869815,2019-12-01,591
33094511774,2019-12-01,872
33136760234,2019-12-01,503
33169811876,2019-12-01,848
33178226734,2019-12-01,555
33180902013,2019-12-01,740
33188861657,2019-12-01,934
33195456927,2019-12-01,594
33214350478,2019-12-01,779
33216263204,2019-12-01,686
33243773041,2019-12-01,653
33281676663,2019-12-01,686
33349828039,2019-12-01,931
33399248058,2019-12-01,943
33399289358,2019-12-01,943
33413443889,2019-12-01,946
33471708997,2019-12-01,1
33484638405,2019-12-01,904
33493782621,2019-12-01,696
33535089528,2019-12-01,782
33593711966,2019-12-01,789
33653358628,2019-12-01,596
33662050853,2019-12-01,864
33662571638,2019-12-01,606
33700819930,2019-12-01,1
33706060981,2019-12-01,884
33716435192,2019-12-01,796
33733855302,2019-12-01,696
33803759492,2019-12-01,581
33850346968,2019-12-01,734
33863434928,2019-12-01,946
33914683019,2019-12-01,747
33980762917,2019-12-01,597
33988139300,2019-12-01,794
34032981518,2019-12-01,772
34070930224,2019-12-01,662
34093877777,2019-12-01,881
34125210045,2019-12-01,752
34127882990,2019-12-01,455
34134225647,2019-12-01,928
34137712537,2019-12-01,811
34148206076,2019-12-01,700
34157028053,2019-12-01,498
34180837845,2019-12-01,958
34183060635,2019-12-01,937
34185452945,2019-12-01,559
34194408076,2019-12-01,907
34197753362,2019-12-01,223
34255330253,2019-12-01,763
34271397294,2019-12-01,934
34279560457,2019-12-01,539
34296445196,2019-12-01,845
34324027612,2019-12-01,937
34325628704,2019-12-01,547
34327004166,2019-12-01,864
34336470065,2019-12-01,806
34338282880,2019-12-01,784
34347124153,2019-12-01,594
34351443215,2019-12-01,655
34357137613,2019-12-01,508
34371878216,2019-12-01,928
34380465448,2019-12-01,535
34390812637,2019-12-01,624
34401559480,2019-12-01,952
34402491573,2019-12-01,913
34425645641,2019-12-01,291
34427933838,2019-12-01,955
34449290442,2019-12-01,913
34466826124,2019-12-01,943
34483563623,2019-12-01,867
34502833998,2019-12-01,761
34514095053,2019-12-01,447
34524385142,2019-12-01,176
34527260875,2019-12-01,845
34578062464,2019-12-01,407
34589568048,2019-12-01,832
34591501834,2019-12-01,597
34593497166,2019-12-01,570
34625477973,2019-12-01,928
34756571430,2019-12-01,719
34793488978,2019-12-01,639
34829534314,2019-12-01,925
34832219514,2019-12-01,169
34832844681,2019-12-01,1
34833654812,2019-12-01,782
34847287909,2019-12-01,568
34864429349,2019-12-01,772
34880192181,2019-12-01,925
34908729892,2019-12-01,719
34916306397,2019-12-01,928
34929461445,2019-12-01,547
34933865765,2019-12-01,955
34987838198,2019-12-01,904
35008674760,2019-12-01,557
35026387277,2019-12-01,843
35046992003,2019-12-01,696
35048169769,2019-12-01,946
35048702422,2019-12-01,943
35063522156,2019-12-01,704
35064938289,2019-12-01,937
35068620077,2019-12-01,870
35087990517,2019-12-01,669
35091187535,2019-12-01,318
35100657019,2019-12-01,789
35125406196,2019-12-01,770
35130541083,2019-12-01,584
35133688890,2019-12-01,952
35231993500,2019-12-01,639
35270924887,2019-12-01,500
35301573880,2019-12-01,925
35400800356,2019-12-01,910
35412191077,2019-12-01,492
35418317278,2019-12-01,617
35452100681,2019-12-01,71
35491549075,2019-12-01,547
35512581557,2019-12-01,801
35532117402,2019-12-01,597
35535325438,2019-12-01,832
35562462632,2019-12-01,584
35580547123,2019-12-01,510
35639340700,2019-12-01,835
35649554039,2019-12-01,565
35649567555,2019-12-01,752
35673163693,2019-12-01,535
35693716981,2019-12-01,597
35723294944,2019-12-01,904
35748872456,2019-12-01,564
35751044142,2019-12-01,625
35759338304,2019-12-01,335
35767739341,2019-12-01,554
35850741617,2019-12-01,925
35856258891,2019-12-01,937
35907870714,2019-12-01,931
35909917613,2019-12-01,679
35962026651,2019-12-01,581
35965463912,2019-12-01,509
35973540706,2019-12-01,747
35982072122,2019-12-01,761
35983185905,2019-12-01,624
35990976758,2019-12-01,539
36014888421,2019-12-01,765
36127946970,2019-12-01,472
36136540302,2019-12-01,904
36175225088,2019-12-01,667
36213060254,2019-12-01,913
36224835712,2019-12-01,538
36238845771,2019-12-01,472
36240620889,2019-12-01,490
36253229956,2019-12-01,532
36257484236,2019-12-01,937
36263391155,2019-12-01,925
36284772494,2019-12-01,916
36312510012,2019-12-01,359
36322021479,2019-12-01,940
36345668264,2019-12-01,635
36350085774,2019-12-01,958
36363613317,2019-12-01,758
36454933787,2019-12-01,756
36464672844,2019-12-01,919
36471796263,2019-12-01,620
36490589360,2019-12-01,925
36510925304,2019-12-01,1
36517229721,2019-12-01,611
36549070009,2019-12-01,940
36589605267,2019-12-01,447
36595675604,2019-12-01,955
36612906823,2019-12-01,937
36653306705,2019-12-01,637
36674093146,2019-12-01,856
36709895164,2019-12-01,782
36731581459,2019-12-01,922
36747205074,2019-12-01,446
36750819634,2019-12-01,853
36780229499,2019-12-01,717
36842522533,2019-12-01,482
36848000827,2019-12-01,513
36852039753,2019-12-01,704
36857919760,2019-12-01,743
36960299790,2019-12-01,583
37021752033,2019-12-01,907
37072017739,2019-12-01,952
37077277284,2019-12-01,916
37116483678,2019-12-01,730
37142982365,2019-12-01,174
37146870274,2019-12-01,506
37168125146,2019-12-01,910
37176173597,2019-12-01,937
37198033194,2019-12-01,925
37211631678,2019-12-01,907
37255148655,2019-12-01,1
37266599430,2019-12-01,619
37302225613,2019-12-01,725
37309388214,2019-12-01,738
37320424631,2019-12-01,955
37321797922,2019-12-01,713
37332526034,2019-12-01,639
37353717196,2019-12-01,486
37362996967,2019-12-01,754
37391552231,2019-12-01,949
37441486608,2019-12-01,479
37514845751,2019-12-01,779
37526011166,2019-12-01,816
37540294302,2019-12-01,536
37549375143,2019-12-01,545
37550624182,2019-12-01,943
37583618067,2019-12-01,1
37594939179,2019-12-01,624
37610814871,2019-12-01,796
37636203960,2019-12-01,853
37647627686,2019-12-01,845
37710914571,2019-12-01,1
37719773475,2019-12-01,796
37732920503,2019-12-01,910
37746193706,2019-12-01,943
37766642218,2019-12-01,426
37767500418,2019-12-01,537
37877577033,2019-12-01,922
37890175360,2019-12-01,40
37945993943,2019-12-01,393
37957396489,2019-12-01,560
37958381469,2019-12-01,747
37990547008,2019-12-01,594
37994362519,2019-12-01,584
38026835487,2019-12-01,1
38045107470,2019-12-01,608
38067265121,2019-12-01,837
38071399089,2019-12-01,934
38114510877,2019-12-01,794
38142725969,2019-12-01,916
38147062241,2019-12-01,690
38167637076,2019-12-01,940
38188264010,2019-12-01,848
38188966274,2019-12-01,619
38189840663,2019-12-01,943
38244363741,2019-12-01,664
38262424895,2019-12-01,943
38357458505,2019-12-01,934
38378620802,2019-12-01,756
38422721565,2019-12-01,620
38430051714,2019-12-01,581
38444957416,2019-12-01,1
38445016838,2019-12-01,949
38448831010,2019-12-01,635
38458483244,2019-12-01,194
38487218498,2019-12-01,19
38517908375,2019-12-01,934
38521950445,2019-12-01,606
38533949503,2019-12-01,1
38548252123,2019-12-01,460
38549778331,2019-12-01,546
38555651101,2019-12-01,940
38566591636,2019-12-01,557
38601692694,2019-12-01,573
38623363935,2019-12-01,588
38623553363,2019-12-01,904
38632559087,2019-12-01,443
38671760209,2019-12-01,928
38708644141,2019-12-01,747
38715277448,2019-12-01,570
38728527427,2019-12-01,651
38732101152,2019-12-01,700
38807994320,2019-12-01,901
38809472054,2019-12-01,1
38865905834,2019-12-01,597
38873826950,2019-12-01,937
38936308920,2019-12-01,565
38947730576,2019-12-01,919
38981039091,2019-12-01,450
39062941826,2019-12-01,898
39122698860,2019-12-01,632
39133341483,2019-12-01,433
39156494454,2019-12-01,681
39158046031,2019-12-01,961
39201303633,2019-12-01,704
39214893132,2019-12-01,940
39306013467,2019-12-01,597
39338823262,2019-12-01,508
39348830620,2019-12-01,749
39410717560,2019-12-01,247
39435929542,2019-12-01,580
39439366727,2019-12-01,901
39441459631,2019-12-01,765
39450613724,2019-12-01,311
39470568890,2019-12-01,559
39489778927,2019-12-01,848
39506433844,2019-12-01,622
39515304473,2019-12-01,919
39516153740,2019-12-01,706
39519234348,2019-12-01,656
39520352449,2019-12-01,369
39544786157,2019-12-01,583
39549635054,2019-12-01,799
39552927304,2019-12-01,881
39564025882,2019-12-01,952
39572366648,2019-12-01,937
39604347293,2019-12-01,745
39630672137,2019-12-01,910
39698952325,2019-12-01,479
39737212023,2019-12-01,1
39738156849,2019-12-01,1
39746662695,2019-12-01,569
39792021544,2019-12-01,794
39801542130,2019-12-01,1
39806392306,2019-12-01,843
39901064652,2019-12-01,653
39915818584,2019-12-01,955
39928415683,2019-12-01,931
39938025577,2019-12-01,634
39974619623,2019-12-01,777
39985597342,2019-12-01,581
39995496904,2019-12-01,637
40056475392,2019-12-01,892
40079638945,2019-12-01,940
40083709063,2019-12-01,895
40141549221,2019-12-01,925
40161599471,2019-12-01,620
40163118299,2019-12-01,497
40177299961,2019-12-01,864
40224844172,2019-12-01,958
40226736682,2019-12-01,467
40263452424,2019-12-01,403
40264133027,2019-12-01,608
40274575685,2019-12-01,848
40275250527,2019-12-01,606
40290396602,2019-12-01,738
40297235384,2019-12-01,1
40302308334,2019-12-01,632
40317058244,2019-12-01,872
40321640420,2019-12-01,792
40335760367,2019-12-01,619
40355737040,2019-12-01,477
40358689931,2019-12-01,792
40377053933,2019-12-01,683
40414243064,2019-12-01,809
40422835095,2019-12-01,606
40444008015,2019-12-01,622
40449175171,2019-12-01,819
40470851350,2019-12-01,913
40586873653,2019-12-01,801
40597552217,2019-12-01,597
40603373110,2019-12-01,711
40619865646,2019-12-01,570
40624283514,2019-12-01,922
40624870599,2019-12-01,675
40666228959,2019-12-01,736
40690044231,2019-12-01,832
40731237935,2019-12-01,740
40755137486,2019-12-01,768
40777055186,2019-12-01,1
40790624416,2019-12-01,694
40794455038,2019-12-01,644
40799008899,2019-12-01,677
40801944956,2019-12-01,922
40843953544,2019-12-01,934
40844424073,2019-12-01,639
40845893880,2019-12-01,870
40850218618,2019-12-01,765
40852270765,2019-12-01,235
40852955485,2019-12-01,749
40881245376,2019-12-01,686
40891245518,2019-12-01,916
40900904048,2019-12-01,1
40903419062,2019-12-01,782
40937220682,2019-12-01,577
40953093949,2019-12-01,464
40957260192,2019-12-01,768
41031514390,2019-12-01,625
41034902590,2019-12-01,644
41072032798,2019-12-01,90
41082403223,2019-12-01,763
41104817911,2019-12-01,552
41109179580,2019-12-01,555
41121137996,2019-12-01,794
41141053116,2019-12-01,913
41154932332,2019-12-01,782
41171225429,2019-12-01,916
41182299549,2019-12-01,955
41192074308,2019-12-01,946
41206823589,2019-12-01,597
41212820161,2019-12-01,931
41221523222,2019-12-01,777
41224204650,2019-12-01,931
41261591269,2019-12-01,620
41396477973,2019-12-01,907
41439479778,2019-12-01,955
41443458804,2019-12-01,901
41445205834,2019-12-01,692
41457190252,2019-12-01,861
41468225593,2019-12-01,943
41490341132,2019-12-01,114
41493292686,2019-12-01,656
41511255115,2019-12-01,550
41519528799,2019-12-01,1
41546313226,2019-12-01,583
41579232718,2019-12-01,772
41606498790,2019-12-01,943
41610110442,2019-12-01,517
41644314697,2019-12-01,784
41648140780,2019-12-01,502
41651097360,2019-12-01,898
41670240149,2019-12-01,499
41670833716,2019-12-01,738
41677528309,2019-12-01,949
41677910643,2019-12-01,867
41704985160,2019-12-01,669
41730694921,2019-12-01,875
41758170638,2019-12-01,895
41768355777,2019-12-01,586
41768761455,2019-12-01,546
41777315946,2019-12-01,524
41791433183,2019-12-01,946
41799680170,2019-12-01,789
41826498855,2019-12-01,690
41833019361,2019-12-01,853
41847454753,2019-12-01,829
41862439817,2019-12-01,730
41868562376,2019-12-01,554
41870015440,2019-12-01,946
41871115187,2019-12-01,940
41885670253,2019-12-01,916
41894576185,2019-12-01,17
41961476812,2019-12-01,792
