pers_id,periodo,score
3736191417,2019-12-01,594
3736735028,2019-12-01,772
3793725067,2019-12-01,931
3796531035,2019-12-01,634
3805242876,2019-12-01,42
3826647776,2019-12-01,606
3827537518,2019-12-01,407
3829313404,2019-12-01,368
3870712981,2019-12-01,174
3879124760,2019-12-01,550
3894039561,2019-12-01,56
3905040517,2019-12-01,56
3944036274,2019-12-01,222
3944878643,2019-12-01,362
3952491824,2019-12-01,789
3953157610,2019-12-01,570
3964613420,2019-12-01,611
3986505551,2019-12-01,564
3995898586,2019-12-01,889
4068347630,2019-12-01,961
4098357582,2019-12-01,734
4126038357,2019-12-01,796
4128397637,2019-12-01,853
4132972035,2019-12-01,409
4160069837,2019-12-01,416
4230765676,2019-12-01,809
4244211753,2019-12-01,856
4260377649,2019-12-01,469
4265176870,2019-12-01,304
4268898811,2019-12-01,224
4273239466,2019-12-01,270
4284801584,2019-12-01,789
4310184428,2019-12-01,370
4318068328,2019-12-01,764
4325038500,2019-12-01,160
4336236358,2019-12-01,878
4356515017,2019-12-01,346
4381189313,2019-12-01,781
4398869439,2019-12-01,344
4460503826,2019-12-01,315
4463058746,2019-12-01,914
4473208140,2019-12-01,776
4513044394,2019-12-01,523
4563074418,2019-12-01,349
4589470883,2019-12-01,365
4630959003,2019-12-01,938
4633612547,2019-12-01,678
4746713674,2019-12-01,712
4757077364,2019-12-01,836
4868386384,2019-12-01,776
4890691738,2019-12-01,271
4908251070,2019-12-01,602
4911572363,2019-12-01,132
4915819071,2019-12-01,331
4926861427,2019-12-01,402
4935787563,2019-12-01,917
4949096688,2019-12-01,251
4965294818,2019-12-01,718
4989239620,2019-12-01,681
4993443990,2019-12-01,706
4999473519,2019-12-01,581
5008359936,2019-12-01,391
5020596135,2019-12-01,625
5022371382,2019-12-01,311
5038187863,2019-12-01,605
5054653008,2019-12-01,343
5068863328,2019-12-01,444
5069262911,2019-12-01,69
5120259128,2019-12-01,406
5134539481,2019-12-01,949
5212443262,2019-12-01,555
5214149247,2019-12-01,196
5214462458,2019-12-01,270
5228777949,2019-12-01,12
5247484966,2019-12-01,149
5310819406,2019-12-01,247
5315989590,2019-12-01,419
5347024123,2019-12-01,922
5374731178,2019-12-01,662
5382025027,2019-12-01,410
5397237475,2019-12-01,752
5462233762,2019-12-01,625
5489183921,2019-12-01,679
5505112244,2019-12-01,581
5509924221,2019-12-01,413
5512891429,2019-12-01,747
5513753366,2019-12-01,182
5525595401,2019-12-01,19
5530958817,2019-12-01,166
5531554133,2019-12-01,64
5593348783,2019-12-01,375
5596395226,2019-12-01,367
5596519446,2019-12-01,656
5598947077,2019-12-01,17
5601860844,2019-12-01,314
5685301483,2019-12-01,904
5685559132,2019-12-01,738
5762407682,2019-12-01,584
5776746557,2019-12-01,931
5779584266,2019-12-01,794
5783616103,2019-12-01,723
5794897498,2019-12-01,600
5798272993,2019-12-01,848
5833418245,2019-12-01,9
5842065131,2019-12-01,756
5857664823,2019-12-01,562
5877530047,2019-12-01,353
5909298908,2019-12-01,114
5921925777,2019-12-01,232
5935423695,2019-12-01,848
5941706568,2019-12-01,428
5942270950,2019-12-01,801
5946683734,2019-12-01,152
5968211544,2019-12-01,347
5987831431,2019-12-01,614
6010103694,2019-12-01,635
6012102009,2019-12-01,875
6023667442,2019-12-01,71
6042081285,2019-12-01,102
6091587909,2019-12-01,245
6118196214,2019-12-01,508
6129247404,2019-12-01,916
6131897824,2019-12-01,187
6147032919,2019-12-01,952
6150502567,2019-12-01,940
6198411383,2019-12-01,403
6206102258,2019-12-01,1
6230172060,2019-12-01,418
6247248282,2019-12-01,302
6268035877,2019-12-01,870
6275661659,2019-12-01,252
6292270053,2019-12-01,1
6309377502,2019-12-01,949
6330691251,2019-12-01,533
6332520059,2019-12-01,761
6372013007,2019-12-01,895
6376957674,2019-12-01,1
6385053607,2019-12-01,437
6406769675,2019-12-01,904
6421871130,2019-12-01,875
6422490310,2019-12-01,943
6425305209,2019-12-01,965
6436302120,2019-12-01,752
6441655312,2019-12-01,67
6453394459,2019-12-01,656
6456595004,2019-12-01,837
6460881760,2019-12-01,285
6469880141,2019-12-01,202
6472616639,2019-12-01,856
6497533640,2019-12-01,383
6499221644,2019-12-01,837
6509640419,2019-12-01,591
6527960677,2019-12-01,402
6531399002,2019-12-01,449
6535008886,2019-12-01,594
6553340058,2019-12-01,704
6553456386,2019-12-01,291
6580267757,2019-12-01,154
6607315734,2019-12-01,171
6636805760,2019-12-01,840
6712117525,2019-12-01,667
6718438080,2019-12-01,779
6754706690,2019-12-01,119
6769162822,2019-12-01,412
6779693992,2019-12-01,624
6802424644,2019-12-01,472
6817805769,2019-12-01,416
6871132831,2019-12-01,482
6879441529,2019-12-01,367
6895023371,2019-12-01,311
6901069373,2019-12-01,603
6954629243,2019-12-01,12
6988441543,2019-12-01,448
7001175784,2019-12-01,94
7006732431,2019-12-01,734
7090279619,2019-12-01,482
7112370725,2019-12-01,639
7115760687,2019-12-01,679
7131310161,2019-12-01,756
7132180893,2019-12-01,843
7164162525,2019-12-01,673
7265211385,2019-12-01,740
7268073096,2019-12-01,1
7361477714,2019-12-01,58
7412427163,2019-12-01,421
7422832326,2019-12-01,664
7439745384,2019-12-01,940
7441948303,2019-12-01,864
7467544369,2019-12-01,796
7471647418,2019-12-01,756
7486259621,2019-12-01,272
7488993892,2019-12-01,937
7522341353,2019-12-01,227
7547292409,2019-12-01,390
7551442932,2019-12-01,572
7553145801,2019-12-01,881
7558596159,2019-12-01,692
7573171837,2019-12-01,460
7582802686,2019-12-01,934
7613753530,2019-12-01,768
7617894813,2019-12-01,804
7641827585,2019-12-01,664
7659789712,2019-12-01,9
7672903189,2019-12-01,362
7685033843,2019-12-01,600
7698112808,2019-12-01,782
7711261077,2019-12-01,557
7730364727,2019-12-01,660
7809713167,2019-12-01,770
7816112523,2019-12-01,749
7818019559,2019-12-01,864
7865860477,2019-12-01,799
7899942690,2019-12-01,745
7907541227,2019-12-01,423
7914770291,2019-12-01,176
7924515412,2019-12-01,5
7926752432,2019-12-01,247
7937800298,2019-12-01,832
7983221702,2019-12-01,907
7994481499,2019-12-01,379
8075140591,2019-12-01,622
8090785077,2019-12-01,1
8109532281,2019-12-01,308
8150434044,2019-12-01,684
8153717662,2019-12-01,162
8174348523,2019-12-01,749
8253142665,2019-12-01,576
8260264226,2019-12-01,745
8312235592,2019-12-01,182
8313816442,2019-12-01,617
8337825873,2019-12-01,288
8339390042,2019-12-01,14
8344985502,2019-12-01,60
8353778890,2019-12-01,69
8360435363,2019-12-01,518
8372893624,2019-12-01,435
8376978481,2019-12-01,559
8377370028,2019-12-01,619
8391802257,2019-12-01,1
8397243403,2019-12-01,222
8465698807,2019-12-01,622
8515264720,2019-12-01,194
8539660433,2019-12-01,946
8584782715,2019-12-01,161
8603886845,2019-12-01,889
8620536233,2019-12-01,373
8633430947,2019-12-01,545
8644595403,2019-12-01,397
8651664126,2019-12-01,779
8652345725,2019-12-01,756
8656899505,2019-12-01,223
8679047561,2019-12-01,772
8696977686,2019-12-01,482
8707437114,2019-12-01,913
8820699210,2019-12-01,919
8826787971,2019-12-01,112
8832529574,2019-12-01,946
8839805794,2019-12-01,377
8845401418,2019-12-01,318
8859526922,2019-12-01,56
8879729818,2019-12-01,40
8888938454,2019-12-01,629
8999591432,2019-12-01,829
9000535765,2019-12-01,708
9010195823,2019-12-01,247
9019344653,2019-12-01,326
9020424498,2019-12-01,404
9024557226,2019-12-01,403
9030422191,2019-12-01,45
9046869907,2019-12-01,637
9061070580,2019-12-01,843
9066493974,2019-12-01,406
9066578321,2019-12-01,943
9080004942,2019-12-01,26
9093308603,2019-12-01,656
9114671962,2019-12-01,429
9117062507,2019-12-01,359
9120484065,2019-12-01,253
9136403690,2019-12-01,554
9196164860,2019-12-01,568
9200358184,2019-12-01,416
9202454476,2019-12-01,1
9223425272,2019-12-01,143
9257459693,2019-12-01,919
9266872307,2019-12-01,428
9281401823,2019-12-01,527
9288545427,2019-12-01,564
9293853232,2019-12-01,330
9296842105,2019-12-01,677
9298284184,2019-12-01,427
9300540771,2019-12-01,250
9313677031,2019-12-01,456
9330753716,2019-12-01,424
9338886919,2019-12-01,408
9365355824,2019-12-01,194
9377020235,2019-12-01,692
9382288382,2019-12-01,840
9398784971,2019-12-01,152
9414490697,2019-12-01,367
9457174089,2019-12-01,536
9465937216,2019-12-01,287
9477779231,2019-12-01,925
9501143959,2019-12-01,727
9525519144,2019-12-01,789
9529083036,2019-12-01,81
9570429599,2019-12-01,292
9577873498,2019-12-01,632
9582753460,2019-12-01,1
9588522664,2019-12-01,761
9614734007,2019-12-01,901
9705691665,2019-12-01,919
9722259592,2019-12-01,779
9731404811,2019-12-01,931
9779479983,2019-12-01,717
9828242613,2019-12-01,806
9855328967,2019-12-01,910
9893529191,2019-12-01,811
9895330559,2019-12-01,666
9899093420,2019-12-01,359
9912407110,2019-12-01,161
9958404386,2019-12-01,660
9963810698,2019-12-01,761
10074834835,2019-12-01,646
10076088558,2019-12-01,457
10080003653,2019-12-01,1
10084798365,2019-12-01,660
10084987283,2019-12-01,864
10186958412,2019-12-01,431
10226381092,2019-12-01,940
10233527867,2019-12-01,546
10242586467,2019-12-01,777
10254697138,2019-12-01,328
10255599898,2019-12-01,280
10257753964,2019-12-01,541
10267279757,2019-12-01,856
10269611276,2019-12-01,809
10271542051,2019-12-01,955
10288072903,2019-12-01,949
10325146551,2019-12-01,901
10338118064,2019-12-01,816
10346061512,2019-12-01,872
10350013966,2019-12-01,385
10391171690,2019-12-01,584
10470471922,2019-12-01,498
10587274695,2019-12-01,580
10601320009,2019-12-01,777
10607280890,2019-12-01,763
10610451126,2019-12-01,450
10615659307,2019-12-01,922
10686972300,2019-12-01,922
10701761146,2019-12-01,779
10769052594,2019-12-01,740
10773229625,2019-12-01,675
10832657146,2019-12-01,1
10839199383,2019-12-01,925
10876756048,2019-12-01,736
10883200239,2019-12-01,486
10888817604,2019-12-01,564
10892443598,2019-12-01,943
10899813625,2019-12-01,777
10908508831,2019-12-01,606
10917119800,2019-12-01,775
10917712894,2019-12-01,613
10919177203,2019-12-01,448
10921871491,2019-12-01,666
10929458897,2019-12-01,576
10975428278,2019-12-01,867
10983802666,2019-12-01,761
11010544534,2019-12-01,904
11043858734,2019-12-01,824
11111106434,2019-12-01,864
11119328922,2019-12-01,752
11176232566,2019-12-01,1
11188242885,2019-12-01,600
11212722078,2019-12-01,946
11224280826,2019-12-01,872
11224499176,2019-12-01,1
11235712815,2019-12-01,580
11256390293,2019-12-01,666
11257410717,2019-12-01,907
11261576678,2019-12-01,719
11266796670,2019-12-01,696
11284430872,2019-12-01,738
11313372880,2019-12-01,1
11316087675,2019-12-01,913
11362407332,2019-12-01,904
11373984968,2019-12-01,290
11401324184,2019-12-01,763
11429824065,2019-12-01,955
11452945070,2019-12-01,910
11465191243,2019-12-01,667
11485537376,2019-12-01,624
11520860638,2019-12-01,747
11542899339,2019-12-01,913
11612438129,2019-12-01,845
11624995592,2019-12-01,497
11654087538,2019-12-01,872
11660514528,2019-12-01,916
11673338774,2019-12-01,651
11692549676,2019-12-01,547
11699261209,2019-12-01,574
11732261697,2019-12-01,239
11737357353,2019-12-01,496
11765289184,2019-12-01,958
11816303524,2019-12-01,311
11828042249,2019-12-01,472
11842607419,2019-12-01,635
11853381265,2019-12-01,796
11862289912,2019-12-01,925
11867243394,2019-12-01,931
11908841170,2019-12-01,438
11926253496,2019-12-01,353
11955472058,2019-12-01,706
12023275319,2019-12-01,547
12027939096,2019-12-01,453
12036131377,2019-12-01,829
12036798267,2019-12-01,965
12060061568,2019-12-01,784
12081882582,2019-12-01,895
12089859123,2019-12-01,961
12112591405,2019-12-01,692
12114685765,2019-12-01,913
12125070106,2019-12-01,288
12130779697,2019-12-01,110
12185358104,2019-12-01,655
12204866486,2019-12-01,749
12211713591,2019-12-01,919
12306679263,2019-12-01,496
12336636357,2019-12-01,725
12381456288,2019-12-01,476
12408472503,2019-12-01,1
12408602834,2019-12-01,1
12450413905,2019-12-01,789
12454133026,2019-12-01,600
12473525174,2019-12-01,895
12491135752,2019-12-01,409
12493168371,2019-12-01,1
12513973273,2019-12-01,713
12516136474,2019-12-01,454
12521802926,2019-12-01,758
12533416133,2019-12-01,931
12594490203,2019-12-01,931
12630770526,2019-12-01,549
12638455507,2019-12-01,606
12656495365,2019-12-01,734
12697007687,2019-12-01,835
12723337962,2019-12-01,677
12822835916,2019-12-01,796
12841734537,2019-12-01,545
12846817566,2019-12-01,666
12849388617,2019-12-01,559
12873918260,2019-12-01,881
12907885832,2019-12-01,845
13001888577,2019-12-01,775
13070701510,2019-12-01,772
13092534292,2019-12-01,459
13099386286,2019-12-01,620
13114936822,2019-12-01,577
13138383289,2019-12-01,919
13147281011,2019-12-01,822
13154176177,2019-12-01,671
13156487287,2019-12-01,907
13170141997,2019-12-01,713
13185820761,2019-12-01,613
13204326243,2019-12-01,904
13217807956,2019-12-01,552
13278744164,2019-12-01,752
13422920569,2019-12-01,848
13443742629,2019-12-01,949
13448515877,2019-12-01,666
13456286795,2019-12-01,811
13471414405,2019-12-01,749
13478650931,2019-12-01,794
13580446425,2019-12-01,721
13608681238,2019-12-01,568
13611684771,2019-12-01,696
13614728525,2019-12-01,840
13645035215,2019-12-01,754
13667163195,2019-12-01,775
13676660465,2019-12-01,576
13713520109,2019-12-01,496
13718255105,2019-12-01,867
13731359401,2019-12-01,543
13732842837,2019-12-01,907
13760291006,2019-12-01,922
13762031912,2019-12-01,406
13794176205,2019-12-01,629
13798699028,2019-12-01,704
13811049121,2019-12-01,901
13820391573,2019-12-01,725
13844628770,2019-12-01,634
13852170519,2019-12-01,624
13899151454,2019-12-01,723
13904611420,2019-12-01,958
13917007371,2019-12-01,922
13943349162,2019-12-01,520
14052198918,2019-12-01,775
14055119669,2019-12-01,916
14070202232,2019-12-01,736
14081600311,2019-12-01,625
14092011253,2019-12-01,940
14120799141,2019-12-01,552
14156158952,2019-12-01,958
14189630143,2019-12-01,916
14198090519,2019-12-01,848
14203273310,2019-12-01,554
14221533537,2019-12-01,681
14224755380,2019-12-01,937
14244536869,2019-12-01,931
14252185879,2019-12-01,1
14252627529,2019-12-01,1
14282481983,2019-12-01,556
14283818770,2019-12-01,925
14290049167,2019-12-01,1
14330122758,2019-12-01,913
14379412759,2019-12-01,690
14385723555,2019-12-01,904
14392179570,2019-12-01,816
14399530267,2019-12-01,853
14400263607,2019-12-01,796
14424209139,2019-12-01,801
14424728979,2019-12-01,738
14425851412,2019-12-01,593
14494502088,2019-12-01,464
14506662295,2019-12-01,889
14571844340,2019-12-01,462
14611117635,2019-12-01,738
14636587116,2019-12-01,577
14660066308,2019-12-01,519
14666672748,2019-12-01,925
14689660129,2019-12-01,211
14738392881,2019-12-01,429
14748358349,2019-12-01,937
14763017857,2019-12-01,679
14782456517,2019-12-01,462
14783120532,2019-12-01,809
14788054985,2019-12-01,829
14822758843,2019-12-01,496
14867777607,2019-12-01,651
14883784092,2019-12-01,545
14918906414,2019-12-01,1
14940408329,2019-12-01,928
14945109119,2019-12-01,590
14955920820,2019-12-01,824
14956253703,2019-12-01,901
14998717989,2019-12-01,730
15078769136,2019-12-01,794
15080388025,2019-12-01,919
15116374391,2019-12-01,1
15145485823,2019-12-01,602
15174684000,2019-12-01,1
15176861737,2019-12-01,943
15196782386,2019-12-01,934
15207172359,2019-12-01,940
15224072475,2019-12-01,570
15231848015,2019-12-01,789
15243386208,2019-12-01,606
15263952384,2019-12-01,679
15305857010,2019-12-01,749
15398084156,2019-12-01,743
15449024295,2019-12-01,555
15467672923,2019-12-01,696
15485268795,2019-12-01,690
15498813305,2019-12-01,570
15510634369,2019-12-01,26
15534990170,2019-12-01,594
15570127078,2019-12-01,749
15599099304,2019-12-01,822
15602055619,2019-12-01,946
15606616727,2019-12-01,554
15610120864,2019-12-01,958
15613045757,2019-12-01,730
15615368926,2019-12-01,878
15618462910,2019-12-01,723
15619445342,2019-12-01,952
15624136371,2019-12-01,779
15699063098,2019-12-01,625
15723550012,2019-12-01,513
15733802645,2019-12-01,859
15734486123,2019-12-01,756
15734927269,2019-12-01,1
15796452881,2019-12-01,937
15828860242,2019-12-01,761
15863115890,2019-12-01,593
15876949903,2019-12-01,454
15895145819,2019-12-01,878
15919526692,2019-12-01,416
15926225183,2019-12-01,889
15927522751,2019-12-01,955
15984532882,2019-12-01,546
16010774854,2019-12-01,787
16075390712,2019-12-01,673
16086300012,2019-12-01,1
16103280874,2019-12-01,904
16113739613,2019-12-01,696
16128119458,2019-12-01,478
16134226257,2019-12-01,1
16140087016,2019-12-01,892
16165063154,2019-12-01,667
16177305565,2019-12-01,560
16190034266,2019-12-01,937
16206597817,2019-12-01,433
16214258887,2019-12-01,593
16216080549,2019-12-01,794
16263608390,2019-12-01,931
16267746774,2019-12-01,761
16278697724,2019-12-01,922
16311247117,2019-12-01,517
16315578667,2019-12-01,696
16330326524,2019-12-01,692
16366427967,2019-12-01,427
16425701394,2019-12-01,713
16595902431,2019-12-01,583
16616560281,2019-12-01,770
16618286118,2019-12-01,401
16622417647,2019-12-01,761
16622730736,2019-12-01,794
16629424827,2019-12-01,418
16637827990,2019-12-01,804
16649026616,2019-12-01,692
16661495216,2019-12-01,958
16681027079,2019-12-01,943
16697794628,2019-12-01,547
16702943802,2019-12-01,1
16735551085,2019-12-01,864
16755628664,2019-12-01,875
16766426614,2019-12-01,782
16778877111,2019-12-01,1
16784269644,2019-12-01,727
16801244477,2019-12-01,289
16853980462,2019-12-01,583
16873955970,2019-12-01,616
16921705835,2019-12-01,505
16933343838,2019-12-01,487
16941528427,2019-12-01,898
16941568649,2019-12-01,922
16953528370,2019-12-01,1
16976706449,2019-12-01,593
16982788403,2019-12-01,870
16996096435,2019-12-01,768
17039453682,2019-12-01,576
17047009011,2019-12-01,444
17093040786,2019-12-01,717
17102719573,2019-12-01,940
17114079906,2019-12-01,622
17120282198,2019-12-01,367
17128867448,2019-12-01,613
17145089880,2019-12-01,928
17153782065,2019-12-01,629
17166908792,2019-12-01,770
17171126756,2019-12-01,779
17186678650,2019-12-01,907
17210034743,2019-12-01,829
17214993049,2019-12-01,510
17242825851,2019-12-01,727
17266087935,2019-12-01,864
17274385298,2019-12-01,754
17300376717,2019-12-01,931
17311190812,2019-12-01,570
17316286398,2019-12-01,588
17329388799,2019-12-01,904
17337344945,2019-12-01,884
17339222557,2019-12-01,516
17339952241,2019-12-01,794
17343164218,2019-12-01,796
17404311314,2019-12-01,895
17413085251,2019-12-01,958
17417944755,2019-12-01,314
17419457620,2019-12-01,845
17450799139,2019-12-01,698
17450996566,2019-12-01,761
17457099913,2019-12-01,934
17475563130,2019-12-01,686
17479507695,2019-12-01,606
17502091539,2019-12-01,768
17541742654,2019-12-01,864
17541744918,2019-12-01,565
17545116145,2019-12-01,694
17586006311,2019-12-01,913
17597426963,2019-12-01,713
17599148759,2019-12-01,723
17677878262,2019-12-01,1
17686956214,2019-12-01,809
17728303675,2019-12-01,775
17734067413,2019-12-01,730
17770529852,2019-12-01,574
17802095670,2019-12-01,600
17843129508,2019-12-01,1
17848273273,2019-12-01,624
17870078228,2019-12-01,898
17914146647,2019-12-01,285
17924098424,2019-12-01,452
17947482992,2019-12-01,814
17948710556,2019-12-01,552
18002091908,2019-12-01,901
18042189521,2019-12-01,692
18067840704,2019-12-01,499
18069379968,2019-12-01,448
18177376178,2019-12-01,368
18233558320,2019-12-01,557
18239422449,2019-12-01,458
18319351875,2019-12-01,937
18332110830,2019-12-01,848
18354305767,2019-12-01,667
18380493070,2019-12-01,955
18410512621,2019-12-01,856
18512564552,2019-12-01,717
18595250405,2019-12-01,792
18628809505,2019-12-01,952
18649580351,2019-12-01,898
18655904413,2019-12-01,616
18688913302,2019-12-01,913
18697221404,2019-12-01,9
18736277886,2019-12-01,450
18738097359,2019-12-01,614
18755907916,2019-12-01,907
18864289077,2019-12-01,460
18929802363,2019-12-01,907
18930816279,2019-12-01,916
18934639265,2019-12-01,892
18991852148,2019-12-01,782
19013301905,2019-12-01,919
19065117656,2019-12-01,467
19090168505,2019-12-01,835
19096089719,2019-12-01,501
19104040882,2019-12-01,856
19114621428,2019-12-01,775
19136873347,2019-12-01,772
19154025198,2019-12-01,907
19156173993,2019-12-01,1
19160803816,2019-12-01,843
19168360601,2019-12-01,580
19202568144,2019-12-01,835
19223615879,2019-12-01,1
19264221227,2019-12-01,922
19275825713,2019-12-01,913
19279226180,2019-12-01,889
19287039221,2019-12-01,508
19303632170,2019-12-01,796
19315850892,2019-12-01,1
19332092423,2019-12-01,853
19375186356,2019-12-01,696
19375920588,2019-12-01,943
19398712669,2019-12-01,940
19422520185,2019-12-01,777
19469963538,2019-12-01,931
19472400474,2019-12-01,895
19478771191,2019-12-01,679
19485040305,2019-12-01,244
19487262987,2019-12-01,696
19507083009,2019-12-01,792
19528307301,2019-12-01,910
19538684847,2019-12-01,696
19541557061,2019-12-01,952
19552280599,2019-12-01,940
19568336514,2019-12-01,482
19571593444,2019-12-01,632
19596707262,2019-12-01,904
19597560259,2019-12-01,711
19618384868,2019-12-01,843
19621568749,2019-12-01,916
19631099925,2019-12-01,928
19661981529,2019-12-01,931
19661987226,2019-12-01,861
19713556914,2019-12-01,919
19715057498,2019-12-01,622
19718009966,2019-12-01,765
19718219506,2019-12-01,620
19786517946,2019-12-01,940
19792120081,2019-12-01,928
19806618767,2019-12-01,489
19813200446,2019-12-01,725
19844928231,2019-12-01,919
19849144665,2019-12-01,580
19865523742,2019-12-01,455
19893838974,2019-12-01,782
19902128013,2019-12-01,698
19908007912,2019-12-01,600
19927771375,2019-12-01,913
19964111819,2019-12-01,624
19986357100,2019-12-01,940
19989776793,2019-12-01,922
19998955484,2019-12-01,681
20012306197,2019-12-01,754
20029886993,2019-12-01,732
20036581059,2019-12-01,397
20044779249,2019-12-01,730
20232708372,2019-12-01,5
20233628317,2019-12-01,952
20241218658,2019-12-01,86
20269117573,2019-12-01,789
20280419891,2019-12-01,940
20282186729,2019-12-01,171
20304830786,2019-12-01,907
20325440536,2019-12-01,1
20333500156,2019-12-01,690
20336999326,2019-12-01,730
20372165356,2019-12-01,745
20374284907,2019-12-01,943
20392180038,2019-12-01,655
20410570465,2019-12-01,658
20421815138,2019-12-01,898
20423748926,2019-12-01,870
20435647937,2019-12-01,856
20441847349,2019-12-01,952
20447377710,2019-12-01,758
20467127856,2019-12-01,730
20468561937,2019-12-01,772
20484186557,2019-12-01,540
20494717101,2019-12-01,629
20496918085,2019-12-01,955
20498222548,2019-12-01,916
20513817935,2019-12-01,867
20544211930,2019-12-01,322
20563462863,2019-12-01,561
20592305597,2019-12-01,715
20596136443,2019-12-01,931
